Week ending,Group,DHB of service,Dose number,# doses administered,Notes: 
2021-08-15,Group 2,Nelson Marlborough,2,232,
2021-08-15,Group 2,Northland,1,142,
2021-08-15,Group 2,Northland,2,431,
2021-08-15,Group 2,Other Sites,1,1930,
2021-08-15,Group 2,Other Sites,2,1011,
2021-08-15,Group 2,South Canterbury,1,63,
2021-08-15,Group 2,South Canterbury,2,37,
2021-08-15,Group 2,Southern,1,476,
2021-08-15,Group 2,Southern,2,497,
2021-08-15,Group 2,Tairawhiti,1,157,
2021-08-15,Group 2,Tairawhiti,2,68,
2021-08-15,Group 2,Taranaki,1,134,
2021-08-15,Group 2,Taranaki,2,193,
2021-08-15,Group 2,Waikato,1,1245,
2021-08-15,Group 2,Waikato,2,1559,
2021-08-15,Group 2,Wairarapa,1,52,
2021-08-15,Group 2,Wairarapa,2,29,
2021-08-15,Group 2,West Coast,2,24,
2021-08-15,Group 2,Whanganui,1,38,
2021-08-15,Group 2,Whanganui,2,30,
2021-08-15,Group 3,Auckland Metro,1,8951,
2021-08-15,Group 3,Auckland Metro,2,9845,
2021-08-15,Group 3,Bay of Plenty,1,3285,
2021-08-15,Group 3,Bay of Plenty,2,2841,
2021-08-15,Group 3,Canterbury,1,9815,
2021-08-15,Group 3,Canterbury,2,7911,
2021-08-15,Group 3,Capital & Coast and Hutt Valley,1,11903,
2021-08-15,Group 3,Capital & Coast and Hutt Valley,2,6339,
2021-08-15,Group 3,Hawke's Bay,1,2818,
2021-08-15,Group 3,Hawke's Bay,2,2103,
2021-08-15,Group 3,Lakes,1,313,
2021-08-15,Group 3,Lakes,2,1229,
2021-08-15,Group 3,MidCentral,1,1778,
2021-08-15,Group 3,MidCentral,2,2746,
2021-08-15,Group 3,Nelson Marlborough,1,924,
2021-08-15,Group 3,Nelson Marlborough,2,3243,
2021-08-15,Group 3,Northland,1,1487,
2021-08-15,Group 3,Northland,2,1749,
2021-08-15,Group 3,Other Sites,1,13,
2021-08-15,Group 3,Other Sites,2,323,
2021-08-15,Group 3,South Canterbury,1,388,
2021-08-15,Group 3,South Canterbury,2,945,
2021-08-15,Group 3,Southern,1,5432,
2021-08-15,Group 3,Southern,2,3981,
2021-08-15,Group 3,Tairawhiti,1,362,
2021-08-15,Group 3,Tairawhiti,2,507,
2021-08-15,Group 3,Taranaki,1,915,
2021-08-15,Group 3,Taranaki,2,2341,
2021-08-15,Group 3,Waikato,1,5833,
2021-08-15,Group 3,Waikato,2,4964,
2021-08-15,Group 3,Wairarapa,1,565,
2021-08-15,Group 3,Wairarapa,2,734,
2021-08-15,Group 3,West Coast,1,157,
2021-08-15,Group 3,West Coast,2,326,
2021-08-15,Group 3,Whanganui,1,1000,
2021-08-15,Group 3,Whanganui,2,1383,
2021-08-15,Group 4,Auckland Metro,1,45609,
2021-08-15,Group 4,Auckland Metro,2,14258,
2021-08-15,Group 4,Bay of Plenty,1,4910,
2021-08-15,Group 4,Bay of Plenty,2,640,
2021-08-15,Group 4,Canterbury,1,11313,
2021-08-15,Group 4,Canterbury,2,1693,
2021-08-15,Group 4,Capital & Coast and Hutt Valley,1,12984,
2021-08-15,Group 4,Capital & Coast and Hutt Valley,2,1103,
2021-08-15,Group 4,Hawke's Bay,1,4090,
2021-08-15,Group 4,Hawke's Bay,2,707,
2021-08-15,Group 4,Lakes,1,1810,
2021-08-15,Group 4,Lakes,2,1717,
2021-08-15,Group 4,MidCentral,1,3226,
2021-08-15,Group 4,MidCentral,2,615,
2021-08-15,Group 4,Nelson Marlborough,1,5527,
2021-08-15,Group 4,Nelson Marlborough,2,645,
2021-08-15,Group 4,Northland,1,3745,
2021-08-15,Group 4,Northland,2,1288,
2021-08-15,Group 4,Other Sites,1,956,
2021-08-15,Group 4,Other Sites,2,37,
2021-08-15,Group 4,South Canterbury,1,1635,
2021-08-15,Group 4,South Canterbury,2,379,
2021-08-15,Group 4,Southern,1,14465,
2021-08-15,Group 4,Southern,2,890,
2021-08-15,Group 4,Tairawhiti,1,1421,
2021-08-15,Group 4,Tairawhiti,2,134,
2021-08-15,Group 4,Taranaki,1,1412,
2021-08-15,Group 4,Taranaki,2,362,
2021-08-15,Group 4,Waikato,1,12718,
2021-08-15,Group 4,Waikato,2,1957,
2021-08-15,Group 4,Wairarapa,1,1608,
2021-08-15,Group 4,Wairarapa,2,454,
2021-08-15,Group 4,West Coast,1,1087,
2021-08-15,Group 4,West Coast,2,182,
2021-08-15,Group 4,Whanganui,1,1413,
2021-08-15,Group 4,Whanganui,2,366,
2021-08-22,Group 1,Auckland Metro,1,209,
2021-08-22,Group 1,Auckland Metro,2,170,
2021-08-22,Group 1,Bay of Plenty,1,142,
2021-08-22,Group 1,Bay of Plenty,2,54,
2021-08-22,Group 1,Canterbury,1,297,
2021-08-22,Group 1,Canterbury,2,130,
2021-08-22,Group 1,Capital & Coast and Hutt Valley,1,104,
2021-08-22,Group 1,Capital & Coast and Hutt Valley,2,54,
2021-08-22,Group 1,Hawke's Bay,1,13,
2021-08-22,Group 1,Hawke's Bay,2,11,
2021-08-22,Group 1,MidCentral,1,9,
2021-08-22,Group 1,Nelson Marlborough,1,13,
2021-08-22,Group 1,Nelson Marlborough,2,24,
2021-08-22,Group 1,Northland,1,13,
2021-08-22,Group 1,Northland,2,6,
2021-08-22,Group 1,Other Sites,1,9,
2021-08-22,Group 1,Other Sites,2,19,
2021-08-22,Group 1,South Canterbury,1,13,
2021-08-22,Group 1,South Canterbury,2,7,
2021-08-22,Group 1,Southern,1,57,
2021-08-22,Group 1,Southern,2,68,
2021-08-22,Group 1,Tairawhiti,1,7,
2021-08-22,Group 1,Taranaki,1,5,
2021-08-22,Group 1,Taranaki,2,6,
2021-08-22,Group 1,Waikato,1,12,
2021-08-22,Group 1,Waikato,2,11,
2021-08-22,Group 2,Auckland Metro,1,6942,
2021-08-22,Group 2,Auckland Metro,2,6076,
2021-08-22,Group 2,Bay of Plenty,1,651,
2021-08-22,Group 2,Bay of Plenty,2,321,
2021-08-22,Group 2,Canterbury,1,1214,
2021-08-22,Group 2,Canterbury,2,495,
2021-08-22,Group 2,Capital & Coast and Hutt Valley,1,1269,
2021-08-22,Group 2,Capital & Coast and Hutt Valley,2,412,
2021-08-22,Group 2,Hawke's Bay,1,690,
2021-08-22,Group 2,Hawke's Bay,2,164,
2021-08-22,Group 2,Lakes,1,103,
2021-08-22,Group 2,Lakes,2,53,
2021-08-22,Group 2,MidCentral,1,543,
2021-08-22,Group 2,MidCentral,2,322,
2021-08-22,Group 2,Nelson Marlborough,1,565,
2021-08-22,Group 2,Nelson Marlborough,2,200,
2021-08-22,Group 2,Northland,1,429,
2021-08-22,Group 2,Northland,2,359,
2021-08-22,Group 2,Other Sites,1,1321,
2021-08-22,Group 2,Other Sites,2,92,
2021-08-22,Group 2,South Canterbury,1,129,
2021-08-22,Group 2,South Canterbury,2,76,
2021-08-22,Group 2,Southern,1,868,
2021-08-22,Group 2,Southern,2,529,
2021-08-22,Group 2,Tairawhiti,1,220,
2021-08-22,Group 2,Tairawhiti,2,75,
2021-08-22,Group 2,Taranaki,1,258,
2021-08-22,Group 2,Taranaki,2,150,
2021-08-22,Group 2,Waikato,1,1254,
2021-08-22,Group 2,Waikato,2,1248,
2021-08-22,Group 2,Wairarapa,1,31,
2021-08-22,Group 2,Wairarapa,2,38,
2021-08-22,Group 2,West Coast,1,29,
2021-08-22,Group 2,West Coast,2,8,
2021-08-22,Group 2,Whanganui,1,294,
2021-08-22,Group 2,Whanganui,2,19,
2021-08-22,Group 3,Auckland Metro,1,5908,
2021-08-22,Group 3,Auckland Metro,2,6542,
2021-08-22,Group 3,Bay of Plenty,1,1369,
2021-08-22,Group 3,Bay of Plenty,2,2474,
2021-08-22,Group 3,Canterbury,1,5811,
2021-08-22,Group 3,Canterbury,2,7761,
2021-08-22,Group 3,Capital & Coast and Hutt Valley,1,5116,
2021-08-22,Group 3,Capital & Coast and Hutt Valley,2,7978,
2021-08-22,Group 3,Hawke's Bay,1,1770,
2021-08-22,Group 3,Hawke's Bay,2,2912,
2021-08-22,Group 3,Lakes,1,188,
2021-08-22,Group 3,Lakes,2,559,
2021-08-22,Group 3,MidCentral,1,920,
2021-08-22,Group 3,MidCentral,2,2082,
2021-08-22,Group 3,Nelson Marlborough,1,512,
2021-08-22,Group 3,Nelson Marlborough,2,1988,
2021-08-22,Group 3,Northland,1,648,
2021-08-22,Group 3,Northland,2,1100,
2021-08-22,Group 3,Other Sites,1,10,
2021-08-22,Group 3,Other Sites,2,17,
2021-08-22,Group 3,South Canterbury,1,134,
2021-08-22,Group 3,South Canterbury,2,1200,
2021-08-22,Group 3,Southern,1,2230,
2021-08-22,Group 3,Southern,2,4762,
2021-08-22,Group 3,Tairawhiti,1,322,
2021-08-22,Group 3,Tairawhiti,2,398,
2021-08-22,Group 3,Taranaki,1,720,
2021-08-22,Group 3,Taranaki,2,1757,
2021-08-22,Group 3,Waikato,1,4187,
2021-08-22,Group 3,Waikato,2,4513,
2021-08-22,Group 3,Wairarapa,1,299,
2021-08-22,Group 3,Wairarapa,2,567,
2021-08-22,Group 3,West Coast,1,203,
2021-08-22,Group 3,West Coast,2,135,
2021-08-22,Group 3,Whanganui,1,578,
2021-08-22,Group 3,Whanganui,2,1345,
2021-08-22,Group 4,Auckland Metro,1,42064,
2021-08-22,Group 4,Auckland Metro,2,12073,
2021-08-22,Group 4,Bay of Plenty,1,4879,
2021-08-22,Group 4,Bay of Plenty,2,1385,
2021-08-22,Group 4,Canterbury,1,14813,
2021-08-22,Group 4,Canterbury,2,1994,
2021-08-22,Group 4,Capital & Coast and Hutt Valley,1,16149,
2021-08-22,Group 4,Capital & Coast and Hutt Valley,2,1702,
2021-08-22,Group 4,Hawke's Bay,1,5183,
2021-08-22,Group 4,Hawke's Bay,2,1248,
2021-08-22,Group 4,Lakes,1,2043,
2021-08-22,Group 4,Lakes,2,1159,
2021-08-22,Group 4,MidCentral,1,4469,
2021-08-22,Group 4,MidCentral,2,718,
2021-08-22,Group 4,Nelson Marlborough,1,6912,
2021-08-22,Group 4,Nelson Marlborough,2,1015,
2021-08-22,Group 4,Northland,1,3986,
2021-08-22,Group 4,Northland,2,1168,
2021-08-22,Group 4,Other Sites,1,1029,
2021-08-22,Group 4,Other Sites,2,37,
2021-08-22,Group 4,South Canterbury,1,1783,
2021-08-22,Group 4,South Canterbury,2,798,
2021-08-22,Group 4,Southern,1,14926,
2021-08-22,Group 4,Southern,2,2038,
2021-08-22,Group 4,Tairawhiti,1,2542,
2021-08-22,Group 4,Tairawhiti,2,554,
2021-08-22,Group 4,Taranaki,1,3302,
2021-08-22,Group 4,Taranaki,2,389,
2021-08-22,Group 4,Waikato,1,16701,
2021-08-22,Group 4,Waikato,2,3447,
2021-08-22,Group 4,Wairarapa,1,1345,
2021-08-22,Group 4,Wairarapa,2,392,
2021-08-22,Group 4,West Coast,1,938,
2021-08-22,Group 4,West Coast,2,64,
2021-08-22,Group 4,Whanganui,1,1757,
2021-08-22,Group 4,Whanganui,2,698,
2021-08-29,Group 1,Auckland Metro,1,340,
2021-08-29,Group 1,Auckland Metro,2,275,
2021-08-29,Group 1,Bay of Plenty,1,263,
2021-08-29,Group 1,Bay of Plenty,2,56,
2021-08-29,Group 1,Canterbury,1,273,
2021-08-29,Group 1,Canterbury,2,182,
2021-08-29,Group 1,Capital & Coast and Hutt Valley,1,103,
2021-08-29,Group 1,Capital & Coast and Hutt Valley,2,110,
2021-08-29,Group 1,Hawke's Bay,1,17,
2021-08-29,Group 1,Hawke's Bay,2,8,
2021-08-29,Group 1,Lakes,2,12,
2021-08-29,Group 1,MidCentral,1,5,
2021-08-29,Group 1,MidCentral,2,5,
2021-08-29,Group 1,Nelson Marlborough,1,36,
2021-08-29,Group 1,Nelson Marlborough,2,22,
2021-08-29,Group 1,Northland,1,21,
2021-08-29,Group 1,Northland,2,10,
2021-08-29,Group 1,Other Sites,1,33,
2021-08-29,Group 1,Other Sites,2,12,
2021-08-29,Group 1,South Canterbury,1,12,
2021-08-29,Group 1,South Canterbury,2,13,
2021-08-29,Group 1,Southern,1,73,
2021-08-29,Group 1,Southern,2,120,
2021-08-29,Group 1,Tairawhiti,2,5,
2021-08-29,Group 1,Taranaki,1,93,
2021-08-29,Group 1,Taranaki,2,7,
2021-08-29,Group 1,Waikato,1,20,
2021-08-29,Group 1,Waikato,2,15,
2021-08-29,Group 2,Auckland Metro,1,6579,
2021-08-29,Group 2,Auckland Metro,2,8798,
2021-08-29,Group 2,Bay of Plenty,1,1287,
2021-08-29,Group 2,Bay of Plenty,2,490,
2021-08-29,Group 2,Canterbury,1,6164,
2021-08-29,Group 2,Canterbury,2,805,
2021-08-29,Group 2,Capital & Coast and Hutt Valley,1,3289,
2021-08-29,Group 2,Capital & Coast and Hutt Valley,2,655,
2021-08-29,Group 2,Hawke's Bay,1,486,
2021-08-29,Group 2,Hawke's Bay,2,126,
2021-08-29,Group 2,Lakes,1,112,
2021-08-29,Group 2,Lakes,2,60,
2021-08-29,Group 2,MidCentral,1,711,
2021-08-29,Group 2,MidCentral,2,374,
2021-08-29,Group 2,Nelson Marlborough,1,1214,
2021-08-29,Group 2,Nelson Marlborough,2,327,
2021-08-29,Group 2,Northland,1,598,
2021-08-29,Group 2,Northland,2,388,
2021-08-29,Group 2,Other Sites,1,2549,
2021-08-29,Group 2,Other Sites,2,177,
2021-08-29,Group 2,South Canterbury,1,76,
2021-08-29,Group 2,South Canterbury,2,87,
2021-08-29,Group 2,Southern,1,1317,
2021-08-29,Group 2,Southern,2,984,
2021-08-29,Group 2,Tairawhiti,1,458,
2021-08-29,Group 2,Tairawhiti,2,491,
2021-08-29,Group 2,Taranaki,1,980,
2021-08-29,Group 2,Taranaki,2,135,
2021-08-29,Group 2,Waikato,1,1004,
2021-08-29,Group 2,Waikato,2,1384,
2021-08-29,Group 2,Wairarapa,1,87,
2021-08-29,Group 2,Wairarapa,2,25,
2021-08-29,Group 2,West Coast,1,25,
2021-08-29,Group 2,West Coast,2,14,
2021-08-29,Group 2,Whanganui,1,315,
2021-08-29,Group 2,Whanganui,2,72,
2021-08-29,Group 3,Auckland Metro,1,7266,
2021-08-29,Group 3,Auckland Metro,2,9643,
2021-08-29,Group 3,Bay of Plenty,1,1311,
2021-08-29,Group 3,Bay of Plenty,2,4279,
2021-08-29,Group 3,Canterbury,1,5768,
2021-08-29,Group 3,Canterbury,2,11164,
2021-08-29,Group 3,Capital & Coast and Hutt Valley,1,4983,
2021-08-29,Group 3,Capital & Coast and Hutt Valley,2,11885,
2021-08-29,Group 3,Hawke's Bay,1,1862,
2021-08-29,Group 3,Hawke's Bay,2,3355,
2021-08-29,Group 3,Lakes,1,297,
2021-08-29,Group 3,Lakes,2,575,
2021-08-29,Group 3,MidCentral,1,906,
2021-08-29,Group 3,MidCentral,2,2741,
2021-08-29,Group 3,Nelson Marlborough,1,918,
2021-08-29,Group 3,Nelson Marlborough,2,3787,
2021-08-29,Group 3,Northland,1,939,
2021-08-29,Group 3,Northland,2,1599,
2021-08-29,Group 3,Other Sites,1,34,
2021-08-29,Group 3,Other Sites,2,57,
2021-08-29,Group 3,South Canterbury,1,158,
2021-08-29,Group 3,South Canterbury,2,925,
2021-08-29,Group 3,Southern,1,2872,
2021-08-29,Group 3,Southern,2,8244,
2021-08-29,Group 3,Tairawhiti,1,182,
2021-08-29,Group 3,Tairawhiti,2,491,
2021-08-29,Group 3,Taranaki,1,878,
2021-08-29,Group 3,Taranaki,2,1956,
2021-08-29,Group 3,Waikato,1,4601,
2021-08-29,Group 3,Waikato,2,5558,
2021-08-29,Group 3,Wairarapa,1,358,
2021-08-29,Group 3,Wairarapa,2,729,
2021-08-29,Group 3,West Coast,1,180,
2021-08-29,Group 3,West Coast,2,253,
2021-08-29,Group 3,Whanganui,1,935,
2021-08-29,Group 3,Whanganui,2,1274,
2021-08-29,Group 4,Auckland Metro,1,103518,
2021-08-29,Group 4,Auckland Metro,2,23085,
2021-08-29,Group 4,Bay of Plenty,1,10308,
2021-08-29,Group 4,Bay of Plenty,2,2044,
2021-08-29,Group 4,Canterbury,1,30872,
2021-08-29,Group 4,Canterbury,2,5684,
2021-08-29,Group 4,Capital & Coast and Hutt Valley,1,40843,
2021-08-29,Group 4,Capital & Coast and Hutt Valley,2,5604,
2021-08-29,Group 4,Hawke's Bay,1,12680,
2021-08-29,Group 4,Hawke's Bay,2,2342,
2021-08-29,Group 4,Lakes,1,4944,
2021-08-29,Group 4,Lakes,2,1764,
2021-08-29,Group 4,MidCentral,1,11620,
2021-08-29,Group 4,MidCentral,2,2063,
2021-08-29,Group 4,Nelson Marlborough,1,15879,
2021-08-29,Group 4,Nelson Marlborough,2,3035,
2021-08-29,Group 4,Northland,1,10938,
2021-08-29,Group 4,Northland,2,3053,
2021-08-29,Group 4,Other Sites,1,3132,
2021-08-29,Group 4,Other Sites,2,144,
2021-08-29,Group 4,South Canterbury,1,4878,
2021-08-29,Group 4,South Canterbury,2,950,
2021-08-29,Group 4,Southern,1,30193,
2021-08-29,Group 4,Southern,2,6408,
2021-08-29,Group 4,Tairawhiti,1,3386,
2021-08-29,Group 4,Tairawhiti,2,944,
2021-08-29,Group 4,Taranaki,1,9351,
2021-08-29,Group 4,Taranaki,2,1118,
2021-08-29,Group 4,Waikato,1,32913,
2021-08-29,Group 4,Waikato,2,7364,
2021-08-29,Group 4,Wairarapa,1,2324,
2021-08-29,Group 4,Wairarapa,2,793,
2021-08-29,Group 4,West Coast,1,1762,
2021-08-29,Group 4,West Coast,2,598,
2021-08-29,Group 4,Whanganui,1,4425,
2021-08-29,Group 4,Whanganui,2,1174,
2021-09-05,Group 1,Auckland Metro,1,278,
2021-09-05,Group 1,Auckland Metro,2,341,
2021-09-05,Group 1,Bay of Plenty,1,17,
2021-09-05,Group 1,Bay of Plenty,2,69,
2021-09-05,Group 1,Canterbury,1,138,
2021-09-05,Group 1,Canterbury,2,185,
2021-09-05,Group 1,Capital & Coast and Hutt Valley,1,59,
2021-09-05,Group 1,Capital & Coast and Hutt Valley,2,175,
2021-09-05,Group 1,Hawke's Bay,1,27,
2021-09-05,Group 1,Hawke's Bay,2,12,
2021-09-05,Group 1,Lakes,1,5,
2021-09-05,Group 1,MidCentral,2,8,
2021-09-05,Group 1,Nelson Marlborough,1,13,
2021-09-05,Group 1,Nelson Marlborough,2,35,
2021-09-05,Group 1,Northland,1,24,
2021-09-05,Group 1,Northland,2,14,
2021-09-05,Group 1,Other Sites,1,16,
2021-09-05,Group 1,Other Sites,2,10,
2021-09-05,Group 1,South Canterbury,1,5,
2021-09-05,Group 1,South Canterbury,2,8,
2021-09-05,Group 1,Southern,1,23,
2021-09-05,Group 1,Southern,2,98,
2021-09-05,Group 1,Tairawhiti,1,17,
2021-09-05,Group 1,Tairawhiti,2,6,
2021-09-05,Group 1,Taranaki,1,8,
2021-09-05,Group 1,Taranaki,2,10,
2021-09-05,Group 1,Waikato,1,17,
2021-09-05,Group 1,Waikato,2,17,
2021-09-05,Group 2,Auckland Metro,1,4025,
2021-09-05,Group 2,Auckland Metro,2,8669,
2021-09-05,Group 2,Bay of Plenty,1,353,
2021-09-05,Group 2,Bay of Plenty,2,499,
2021-09-05,Group 2,Canterbury,1,3688,
2021-09-05,Group 2,Canterbury,2,762,
2021-09-05,Group 2,Capital & Coast and Hutt Valley,1,1332,
2021-09-05,Group 2,Capital & Coast and Hutt Valley,2,653,
2021-09-05,Group 2,Hawke's Bay,1,132,
2021-09-05,Group 2,Hawke's Bay,2,250,
2021-09-05,Group 2,Lakes,1,37,
2021-09-05,Group 2,Lakes,2,49,
2021-09-05,Group 2,MidCentral,1,371,
2021-09-05,Group 2,MidCentral,2,424,
2021-09-05,Group 2,Nelson Marlborough,1,276,
2021-09-05,Group 2,Nelson Marlborough,2,266,
2021-09-05,Group 2,Northland,1,151,
2021-09-05,Group 2,Northland,2,449,
2021-09-05,Group 2,Other Sites,1,1376,
2021-09-05,Group 2,Other Sites,2,375,
2021-09-05,Group 2,South Canterbury,1,81,
2021-09-05,Group 2,South Canterbury,2,44,
2021-09-05,Group 2,Southern,1,423,
2021-09-05,Group 2,Southern,2,680,
2021-09-05,Group 2,Tairawhiti,1,61,
2021-09-05,Group 2,Tairawhiti,2,168,
2021-09-05,Group 2,Taranaki,1,152,
2021-09-05,Group 2,Taranaki,2,118,
2021-09-05,Group 2,Waikato,1,466,
2021-09-05,Group 2,Waikato,2,1107,
2021-09-05,Group 2,Wairarapa,1,36,
2021-09-05,Group 2,Wairarapa,2,36,
2021-09-05,Group 2,West Coast,1,18,
2021-09-05,Group 2,West Coast,2,13,
2021-09-05,Group 2,Whanganui,1,94,
2021-09-05,Group 2,Whanganui,2,47,
2021-09-05,Group 3,Auckland Metro,1,6300,
2021-09-05,Group 3,Auckland Metro,2,12097,
2021-09-05,Group 3,Bay of Plenty,1,1173,
2021-09-05,Group 3,Bay of Plenty,2,3345,
2021-09-05,Group 3,Canterbury,1,4605,
2021-09-05,Group 3,Canterbury,2,9412,
2021-09-05,Group 3,Capital & Coast and Hutt Valley,1,2545,
2021-09-05,Group 3,Capital & Coast and Hutt Valley,2,9488,
2021-09-05,Group 3,Hawke's Bay,1,1372,
2021-09-05,Group 3,Hawke's Bay,2,2549,
2021-09-05,Group 3,Lakes,1,324,
2021-09-05,Group 3,Lakes,2,427,
2021-09-05,Group 3,MidCentral,1,646,
2021-09-05,Group 3,MidCentral,2,2034,
2021-09-05,Group 3,Nelson Marlborough,1,386,
2021-09-05,Group 3,Nelson Marlborough,2,1536,
2021-09-05,Group 3,Northland,1,794,
2021-09-05,Group 3,Northland,2,1677,
2021-09-05,Group 3,Other Sites,1,16,
2021-09-05,Group 3,Other Sites,2,39,
2021-09-05,Group 3,South Canterbury,1,167,
2021-09-05,Group 3,South Canterbury,2,531,
2021-09-05,Group 3,Southern,1,1192,
2021-09-05,Group 3,Southern,2,6048,
2021-09-05,Group 3,Tairawhiti,1,98,
2021-09-05,Group 3,Tairawhiti,2,420,
2021-09-05,Group 3,Taranaki,1,1335,
2021-09-05,Group 3,Taranaki,2,1697,
2021-09-05,Group 3,Waikato,1,2888,
2021-09-05,Group 3,Waikato,2,5816,
2021-09-05,Group 3,Wairarapa,1,124,
2021-09-05,Group 3,Wairarapa,2,510,
2021-09-05,Group 3,West Coast,1,59,
2021-09-05,Group 3,West Coast,2,165,
2021-09-05,Group 3,Whanganui,1,344,
2021-09-05,Group 3,Whanganui,2,834,
2021-09-05,Group 4,Auckland Metro,1,124130,
2021-09-05,Group 4,Auckland Metro,2,34777,
2021-09-05,Group 4,Bay of Plenty,1,12792,
2021-09-05,Group 4,Bay of Plenty,2,3237,
2021-09-05,Group 4,Canterbury,1,37287,
2021-09-05,Group 4,Canterbury,2,7326,
2021-09-05,Group 4,Capital & Coast and Hutt Valley,1,46770,
2021-09-05,Group 4,Capital & Coast and Hutt Valley,2,7029,
2021-09-05,Group 4,Hawke's Bay,1,11487,
2021-09-05,Group 4,Hawke's Bay,2,2232,
2021-09-05,Group 4,Lakes,1,6852,
2021-09-05,Group 4,Lakes,2,1537,
2021-09-05,Group 4,MidCentral,1,10735,
2021-09-05,Group 4,MidCentral,2,2290,
2021-09-05,Group 4,Nelson Marlborough,1,7962,
2021-09-05,Group 4,Nelson Marlborough,2,3522,
2021-09-05,Group 4,Northland,1,10670,
2021-09-05,Group 4,Northland,2,2821,
2021-09-05,Group 4,Other Sites,1,1894,
2021-09-05,Group 4,Other Sites,2,222,
2021-09-05,Group 4,South Canterbury,1,4546,
2021-09-05,Group 4,South Canterbury,2,931,
2021-09-05,Group 4,Southern,1,26367,
2021-09-05,Group 4,Southern,2,9580,
2021-09-05,Group 4,Tairawhiti,1,2163,
2021-09-05,Group 4,Tairawhiti,2,1208,
2021-09-05,Group 4,Taranaki,1,5705,
2021-09-05,Group 4,Taranaki,2,2114,
2021-09-05,Group 4,Waikato,1,29698,
2021-09-05,Group 4,Waikato,2,8180,
2021-09-05,Group 4,Wairarapa,1,2839,
2021-09-05,Group 4,Wairarapa,2,1059,
2021-09-05,Group 4,West Coast,1,1970,
2021-09-05,Group 4,West Coast,2,859,
2021-09-05,Group 4,Whanganui,1,3762,
2021-09-05,Group 4,Whanganui,2,882,
2021-09-12,Group 1,Auckland Metro,1,73,
2021-09-12,Group 1,Auckland Metro,2,89,
2021-09-12,Group 1,Bay of Plenty,1,8,
2021-09-12,Group 1,Bay of Plenty,2,15,
2021-09-12,Group 1,Canterbury,1,20,
2021-09-12,Group 1,Canterbury,2,43,
2021-09-12,Group 1,Capital & Coast and Hutt Valley,1,12,
2021-09-12,Group 1,Capital & Coast and Hutt Valley,2,49,
2021-09-12,Group 1,Hawke's Bay,2,13,
2021-09-12,Group 1,Nelson Marlborough,2,9,
2021-09-12,Group 1,Northland,1,8,
2021-09-12,Group 1,Southern,1,10,
2021-09-12,Group 1,Southern,2,21,
2021-09-12,Group 1,Tairawhiti,2,6,
2021-09-12,Group 2,Auckland Metro,1,898,
2021-09-12,Group 2,Auckland Metro,2,2000,
2021-09-12,Group 2,Bay of Plenty,1,103,
2021-09-12,Group 2,Bay of Plenty,2,157,
2021-09-12,Group 2,Canterbury,1,487,
2021-09-12,Group 2,Canterbury,2,131,
2021-09-12,Group 2,Capital & Coast and Hutt Valley,1,238,
2021-09-12,Group 2,Capital & Coast and Hutt Valley,2,72,
2021-09-12,Group 2,Hawke's Bay,1,7,
2021-09-12,Group 2,Hawke's Bay,2,26,
2021-09-12,Group 2,MidCentral,1,37,
2021-09-12,Group 2,MidCentral,2,109,
2021-09-12,Group 2,Nelson Marlborough,1,44,
2021-09-12,Group 2,Nelson Marlborough,2,87,
2021-09-12,Group 2,Northland,1,95,
2021-09-12,Group 2,Northland,2,52,
2021-09-12,Group 2,Other Sites,1,88,
2021-09-12,Group 2,Other Sites,2,456,
2021-09-12,Group 2,South Canterbury,1,6,
2021-09-12,Group 2,South Canterbury,2,28,
2021-09-12,Group 2,Southern,1,66,
2021-09-12,Group 2,Southern,2,164,
2021-09-12,Group 2,Tairawhiti,1,10,
2021-09-12,Group 2,Tairawhiti,2,19,
2021-09-12,Group 2,Taranaki,1,30,
2021-09-12,Group 2,Taranaki,2,24,
2021-09-12,Group 2,Waikato,1,76,
2021-09-12,Group 2,Waikato,2,278,
2021-09-12,Group 2,Wairarapa,2,8,
2021-09-12,Group 2,West Coast,1,7,
2021-09-12,Group 2,Whanganui,1,12,
2021-09-12,Group 2,Whanganui,2,7,
2021-09-12,Group 3,Auckland Metro,1,1552,
2021-09-12,Group 3,Auckland Metro,2,3432,
2021-09-12,Group 3,Bay of Plenty,1,331,
2021-09-12,Group 3,Bay of Plenty,2,876,
2021-09-12,Group 3,Canterbury,1,1013,
2021-09-12,Group 3,Canterbury,2,2470,
2021-09-12,Group 3,Capital & Coast and Hutt Valley,1,437,
2021-09-12,Group 3,Capital & Coast and Hutt Valley,2,2192,
2021-09-12,Group 3,Hawke's Bay,1,368,
2021-09-12,Group 3,Hawke's Bay,2,1199,
2021-09-12,Group 3,Lakes,1,38,
2021-09-12,Group 3,Lakes,2,91,
2021-09-12,Group 3,MidCentral,1,182,
2021-09-12,Group 3,MidCentral,2,451,
2021-09-12,Group 3,Nelson Marlborough,1,60,
2021-09-12,Group 3,Nelson Marlborough,2,364,
2021-09-12,Group 3,Northland,1,175,
2021-09-12,Group 3,Northland,2,511,
2021-09-12,Group 3,Other Sites,1,6,
2021-09-12,Group 3,Other Sites,2,12,
2021-09-12,Group 3,South Canterbury,1,21,
2021-09-12,Group 3,South Canterbury,2,101,
2021-09-12,Group 3,Southern,1,245,
2021-09-12,Group 3,Southern,2,1562,
2021-09-12,Group 3,Tairawhiti,1,35,
